RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p25,49,"[1011.14, 1010.6, 1006.4, 975.0, 927.0, 950.0]",6261.0,34,"[0.2059, 0.1471, 0.1471, 0.2059, 0.0588, 0.1176]","[7, 5, 5, 7, 2, 4]","[0.2287, 0.1433, 0.1762, 0.18, 0.0473, 0.1236]","[102.0, 98.0, 179.0, 45.0, 232.0, 337.0]",Word 1,"[1042.0, 1032.0, 1052.0, 1023.0, 930.0, 957.0]","[986.0, 995.0, 956.0, 940.0, 924.0, 930.0]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[3.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4.0, 5.0, 4.0, 5.0, 1.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.0882, 0.0294, 0.0588, 0.0294, 0.0588, 0.0882]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 2.0, 0.0, 3.0, 0.0, 1.0]","[4.0, 3.0, 4.0, 2.0, 1.0, 0.0]","[4.0, 5.0, 4.0, 5.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]",,positive,0,"[56.0, 37.0, 96.0, 83.0, 6.0, 27.0]",1484.0
p26,73,"[1133.066, 1117.75, 1125.75, 1131.33, 1139.0, 1151.5]",4889.0,28,"[0.0, 0.1429, 0.1429, 0.1071, 0.2143, 0.1429]","[0, 4, 4, 3, 6, 4]","[0.0, 0.116, 0.1777, 0.0753, 0.2375, 0.1661]","[136.4, 146.0, 128.0, 146.0, 151.0, 111.0]",Word 1,"[1180.6, 1208.0, 1191.0, 1184.0, 1144.0, 1176.0]","[1080.0, 1053.0, 1042.0, 1076.0, 1124.0, 1105.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0, 3.0, 2.0, 2.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 3.0, 4.0, 3.0, 5.0, 4.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 2.0, 1.0, 3.0]","[0.0, 2.0, 4.0, 1.0, 4.0, 0.0]","[0.0, 2.0, 4.0, 3.0, 5.0, 3.0]","[1, 0, 1, 0, 0, 0]",,hate,1,"[100.6, 155.0, 149.0, 108.0, 20.0, 71.0]",1598.0
p26,78,"[1097.0, 1079.86, 1011.0, 991.5]",4123.0,20,"[0.05, 0.35, 0.05, 0.1]","[1, 7, 1, 2]","[0.0279, 0.3245, 0.0407, 0.122]","[115.0, 116.0, 168.0, 241.0]",Word 1,"[1097.0, 1158.0, 1011.0, 1004.0]","[1097.0, 973.0, 1011.0, 979.0]","[1.0, 1.0, 0.0, 1.0]","[1.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 4.0, 1.0, 2.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.05, 0.05, 0.05, 0.05]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 1.0]","[1.0, 2.0, 1.0, 0.0]","[1.0, 2.0, 1.0, 1.0]","[0, 1, 0, 1]",,hate,1,"[0.0, 185.0, 0.0, 25.0]",1603.0
p26,89,"[1017.0, 983.0, 1050.0, 981.0, 929.0, 961.0]",1532.0,9,"[0.2222, 0.2222, 0.1111, 0.1111, 0.1111, 0.2222]","[2, 2, 1, 1, 1, 2]","[0.3597, 0.0973, 0.0862, 0.1051, 0.0953, 0.2565]","[214.0, 107.0, 132.0, 161.0, 146.0, 198.0]",Word 1,"[1090.0, 1094.0, 1050.0, 981.0, 929.0, 1041.0]","[944.0, 872.0, 1050.0, 981.0, 929.0, 881.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 1.0, 1.0, 1.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.1111, 0.1111, 0.1111, 0.1111, 0.1111, 0.1111]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[1, 0, 0, 0, 0, 1]",,positive,0,"[146.0, 222.0, 0.0, 0.0, 0.0, 160.0]",1614.0
p27,28,"[1121.0, 1160.5, 1148.0, 1162.5]",5163.0,21,"[0.1429, 0.6667, 0.0, 0.0952]","[3, 14, 0, 2]","[0.1232, 0.6816, 0.0, 0.1187]","[53.0, 186.0, 188.66666666666663, 327.0]",Word 1,"[1190.0, 1248.0, 1219.6666666666667, 1221.0]","[1035.0, 1057.0, 1065.3333333333333, 1104.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 0.0, 2.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0476, 0.0476, 0.0476, 0.0476]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 2.0, 0.0, 2.0]","[2.0, 2.0, 0.0, 0.0]","[2.0, 4.0, 0.0, 2.0]","[0, 1, 0, 1]",,hate,1,"[155.0, 191.0, 154.33333333333334, 117.0]",1643.0
p27,40,"[1123.67, 1125.33, 1159.0, 1178.0, 1179.0, 1185.0]",2132.0,12,"[0.25, 0.25, 0.0833, 0.0833, 0.0833, 0.0833]","[3, 3, 1, 1, 1, 1]","[0.2805, 0.3063, 0.1356, 0.0704, 0.0901, 0.0492]","[191.0, 236.0, 289.0, 150.0, 192.0, 105.0]",Word 1,"[1135.0, 1145.0, 1159.0, 1178.0, 1179.0, 1185.0]","[1118.0, 1100.0, 1159.0, 1178.0, 1179.0, 1185.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0833, 0.0833, 0.0833, 0.0833, 0.0833, 0.0833]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[3.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[3.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 0, 1, 1]",,neutral,0,"[17.0, 45.0, 0.0, 0.0, 0.0, 0.0]",1655.0
p27,43,"[1098.0, 1118.0, 1111.5, 1156.5, 1110.0, 1120.0]",1751.0,11,"[0.2727, 0.0909, 0.1818, 0.1818, 0.0909, 0.1818]","[3, 1, 2, 2, 1, 2]","[0.317, 0.1068, 0.0902, 0.1605, 0.1062, 0.2193]","[115.0, 187.0, 136.0, 171.0, 186.0, 242.0]",Word 1,"[1129.0, 1118.0, 1144.0, 1163.0, 1110.0, 1131.0]","[1062.0, 1118.0, 1079.0, 1150.0, 1110.0, 1109.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.0, 1.0, 2.0, 1.0, 1.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.1818, 0.0909, 0.0909, 0.1818, 0.0909, 0.0909]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[1, 0, 1, 1, 0, 1]",,neutral,0,"[67.0, 0.0, 65.0, 13.0, 0.0, 22.0]",1658.0
p28,36,"[1099.5, 1009.0, 991.5, 919.0, 889.5, 995.33]",2717.0,17,"[0.3529, 0.0588, 0.1176, 0.0588, 0.1176, 0.1765]","[6, 1, 2, 1, 2, 3]","[0.3025, 0.0475, 0.1049, 0.106, 0.088, 0.2911]","[128.0, 129.0, 180.0, 288.0, 120.0, 172.0]",Word 1,"[1224.0, 1009.0, 1001.0, 919.0, 894.0, 1053.0]","[1016.0, 1009.0, 982.0, 919.0, 885.0, 924.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.3529, 0.0588, 0.1176, 0.0588, 0.1176, 0.1765]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 1, 1, 1]",,positive,0,"[208.0, 0.0, 19.0, 0.0, 9.0, 129.0]",1741.0
p28,63,"[1040.0, 1063.0, 1103.0, 1057.0, 1088.33, 1129.5]",1820.0,14,"[0.2143, 0.2143, 0.0714, 0.0714, 0.2143, 0.1429]","[3, 3, 1, 1, 3, 2]","[0.2522, 0.1879, 0.0747, 0.072, 0.2225, 0.1396]","[125.0, 35.0, 136.0, 131.0, 99.0, 152.0]",Word 1,"[1116.0, 1118.0, 1103.0, 1057.0, 1109.0, 1146.0]","[969.0, 1025.0, 1103.0, 1057.0, 1076.0, 1113.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[2.0, 2.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 3.0, 1.0, 1.0, 2.0, 2.0]",60,Regen ruiniert oft den größten Spaß.,"[0.1429, 0.0714, 0.0714, 0.0714, 0.1429, 0.0714]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 1.0, 0.0, 1.0, 1.0]","[2.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[2.0, 3.0, 1.0, 1.0, 2.0, 1.0]","[1, 1, 1, 0, 0, 1]",,neutral,0,"[147.0, 93.0, 0.0, 0.0, 33.0, 33.0]",1768.0
p28,77,"[1117.0266666666666, 1124.75, 1126.0, 1100.33]",1938.0,14,"[0.0, 0.5714, 0.0714, 0.2143]","[0, 8, 1, 3]","[0.0, 0.646, 0.0588, 0.211]","[132.66666666666666, 116.0, 114.0, 168.0]",Word 1,"[1136.0, 1172.0, 1126.0, 1110.0]","[1094.0, 1063.0, 1126.0, 1093.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 2.0, 1.0, 1.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.2380999999999999, 0.4286, 0.0714, 0.2143]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 1.0, 0.0]","[0.0, 1.0, 1.0, 1.0]","[0, 1, 0, 1]",,hate,1,"[42.0, 109.0, 0.0, 17.0]",1782.0
p29,12,"[1102.0, 1140.75, 1134.0, 1140.67, 1109.0, 1123.9]",6364.0,28,"[0.1429, 0.1429, 0.1071, 0.1071, 0.0714, 0.3571]","[4, 4, 3, 3, 2, 10]","[0.1086, 0.0863, 0.074, 0.1295, 0.126, 0.4563]","[254.0, 65.0, 185.0, 182.0, 297.0, 241.0]",Word 1,"[1133.0, 1160.0, 1140.0, 1177.0, 1169.0, 1181.0]","[1043.0, 1130.0, 1126.0, 1088.0, 1049.0, 1010.0]","[1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[3.0, 2.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 2.0, 2.0, 2.0, 4.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.0714, 0.0357, 0.0714, 0.0714, 0.0357, 0.25]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 2.0, 0.0, 0.0, 0.0, 3.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 0.0]","[2.0, 4.0, 2.0, 2.0, 2.0, 3.0]","[1, 0, 0, 0, 0, 1]",,positive,0,"[90.0, 30.0, 14.0, 89.0, 120.0, 171.0]",1807.0
p29,23,"[1093.67, 1113.67, 1112.5, 1114.284, 1151.25, 1100.33]",4128.0,16,"[0.1875, 0.1875, 0.125, 0.0, 0.25, 0.1875]","[3, 3, 2, 0, 4, 3]","[0.1807, 0.1642, 0.1156, 0.0, 0.2699, 0.2459]","[170.0, 329.0, 212.0, 248.8, 208.0, 325.0]",Word 1,"[1102.0, 1150.0, 1173.0, 1152.2, 1196.0, 1140.0]","[1087.0, 1075.0, 1052.0, 1073.6, 1086.0, 1068.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 0.0, 2.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.125, 0.125, 0.0625, 0.1375, 0.1875, 0.1875]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[2.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[2.0, 2.0, 2.0, 0.0, 1.0, 1.0]","[1, 1, 0, 0, 1, 1]",,hate,1,"[15.0, 75.0, 121.0, 78.6, 110.0, 72.0]",1818.0
p29,42,"[1129.5, 1090.93, 1101.5, 1119.0]",5357.0,22,"[0.0909, 0.6364, 0.0909, 0.1364]","[2, 14, 2, 3]","[0.076, 0.6169, 0.0911, 0.1869]","[196.0, 122.0, 256.0, 644.0]",Word 1,"[1146.0, 1181.0, 1153.0, 1151.0]","[1113.0, 1045.0, 1050.0, 1071.0]","[1.0, 1.0, 0.0, 0.0]","[2.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 2.0, 2.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.0455, 0.0455, 0.0455, 0.0909]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 2.0, 0.0, 1.0]","[2.0, 2.0, 2.0, 0.0]","[2.0, 4.0, 2.0, 1.0]","[0, 1, 0, 1]",,neutral,0,"[33.0, 136.0, 103.0, 80.0]",1837.0
p3,6,"[1073.9, 1061.0, 1013.56, 1047.92, 1079.0, 1137.33]",10854.0,52,"[0.1923, 0.0192, 0.1731, 0.2308, 0.0962, 0.1731]","[10, 1, 9, 12, 5, 9]","[0.175, 0.0205, 0.1829, 0.2343, 0.0978, 0.1952]","[128.0, 223.0, 210.0, 178.0, 233.0, 134.0]",Word 1,"[1251.0, 1061.0, 1081.0, 1142.0, 1131.0, 1389.0]","[1013.0, 1061.0, 953.0, 963.0, 1007.0, 1041.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 0.0, 2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 4.0, 4.0, 4.0, 6.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.1346, 0.0192, 0.0962, 0.0769, 0.0192, 0.0192]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 1.0, 2.0, 0.0, 4.0]","[2.0, 1.0, 3.0, 2.0, 4.0, 0.0]","[2.0, 1.0, 4.0, 4.0, 4.0, 4.0]","[0, 0, 0, 1, 0, 1]",,positive,0,"[238.0, 0.0, 128.0, 179.0, 124.0, 348.0]",1891.0
p3,79,"[902.5, 927.94, 951.5, 964.0]",4978.0,27,"[0.0741, 0.5926, 0.1481, 0.0741]","[2, 16, 4, 2]","[0.0577, 0.6179, 0.1456, 0.0763]","[153.0, 172.0, 167.0, 185.0]",Word 1,"[925.0, 981.0, 974.0, 988.0]","[880.0, 890.0, 904.0, 940.0]","[1.0, 1.0, 1.0, 0.0]","[1.0, 4.0, 1.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[2.0, 5.0, 3.0, 2.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.037, 0.2593, 0.0741, 0.037]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 1.0, 1.0, 2.0]","[2.0, 2.0, 2.0, 0.0]","[2.0, 3.0, 3.0, 2.0]","[0, 0, 0, 1]",,hate,1,"[45.0, 91.0, 70.0, 48.0]",1964.0
p3,84,"[1008.0, 978.71, 908.67, 950.176, 966.5, 889.0]",3349.0,22,"[0.2727, 0.3182, 0.1364, 0.0, 0.0909, 0.0455]","[6, 7, 3, 0, 2, 1]","[0.2923, 0.3738, 0.1227, 0.0, 0.1018, 0.0305]","[164.0, 145.0, 170.0, 142.2, 130.0, 102.0]",Word 1,"[1129.0, 1092.0, 936.0, 1004.6, 977.0, 889.0]","[881.0, 868.0, 876.0, 894.0, 956.0, 889.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[2.0, 2.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 2.0, 0.0, 1.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0909, 0.0909, 0.0909, 0.0818199999999999, 0.0909, 0.0455]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 2.0, 1.0, 0.0, 1.0, 1.0]","[3.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 2.0, 0.0, 1.0, 1.0]","[1, 1, 0, 0, 0, 1]",,neutral,0,"[248.0, 224.0, 60.0, 110.6, 21.0, 0.0]",1969.0
p30,24,"[1212.0, 1212.0, 1212.0, 1212.0]",4568.0,20,"[0.0, 0.05, 0.0, 0.0]","[0, 1, 0, 0]","[0.0, 0.0328, 0.0, 0.0]","[150.0, 150.0, 150.0, 150.0]",Word 1,"[1212.0, 1212.0, 1212.0, 1212.0]","[1212.0, 1212.0, 1212.0, 1212.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0]","[0.0, 1.0, 0.0, 0.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.05, 0.05, 0.05, 0.05]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1]",,hate,1,"[0.0, 0.0, 0.0, 0.0]",1999.0
p30,43,"[1357.0, 1357.0, 1357.0, 1357.0, 1357.0, 1357.0]",3682.0,18,"[0.0, 0.0, 0.0556, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0432, 0.0, 0.0, 0.0]","[159.0, 159.0, 159.0, 159.0, 159.0, 159.0]",Word 1,"[1357.0, 1357.0, 1357.0, 1357.0, 1357.0, 1357.0]","[1357.0, 1357.0, 1357.0, 1357.0, 1357.0, 1357.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 1, 0, 1, 1]",,neutral,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2018.0
p31,21,"[1315.5, 1305.0, 1382.1, 1386.0, 1442.0, 1462.0]",2594.0,14,"[0.1429, 0.0714, 0.0, 0.0714, 0.2857, 0.0714]","[2, 1, 0, 1, 4, 1]","[0.1804, 0.1018, 0.0, 0.049, 0.293, 0.0856]","[148.0, 264.0, 192.8, 127.0, 203.0, 222.0]",Word 1,"[1343.0, 1305.0, 1396.6, 1386.0, 1487.0, 1462.0]","[1288.0, 1305.0, 1362.4, 1386.0, 1371.0, 1462.0]","[1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[2.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 0.0, 1.0, 3.0, 1.0]",60,Regen ruiniert oft den größten Spaß.,"[0.0714, 0.0714, 0.0714, 0.0714, 0.0714, 0.0714]",neutral_w,"['regen', 'ruiniert', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[2.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[2.0, 1.0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 1, 0, 0, 0]",,neutral,0,"[55.0, 0.0, 34.2, 0.0, 116.0, 0.0]",2086.0
p31,70,"[1213.0, 1242.0, 1213.0, 1184.0]",1847.0,10,"[0.0, 0.2, 0.0, 0.1]","[0, 2, 0, 1]","[0.0, 0.1207, 0.0, 0.111]","[171.5, 138.0, 171.5, 205.0]",Word 1,"[1220.5, 1257.0, 1220.5, 1184.0]","[1205.5, 1227.0, 1205.5, 1184.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 1.0, 0.0, 1.0]",61,Die #keinurlaub-Bewegung ist hysterisch.,"[0.15, 0.2, 0.15, 0.1]",neutral_w,"['die', '#keinurlaub-bewegung', 'ist', 'hysterisch']","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0, 1, 1, 1]",,neutral,0,"[15.0, 30.0, 15.0, 0.0]",2135.0
p31,85,"[1183.0, 1230.15, 1280.5, 1230.0, 1221.0, 1236.25]",3097.0,17,"[0.0588, 0.0, 0.1176, 0.1176, 0.1176, 0.2353]","[1, 0, 2, 2, 2, 4]","[0.041, 0.0, 0.094, 0.1986, 0.071, 0.3261]","[127.0, 241.6, 190.0, 237.0, 178.0, 476.0]",Word 1,"[1183.0, 1252.4, 1293.0, 1255.0, 1239.0, 1292.0]","[1183.0, 1208.8, 1268.0, 1205.0, 1203.0, 1185.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 2.0]",64,Wissenschaftler sind überwiegend angetrieben durch Neugierde.,"[0.0588, 0.10584, 0.1176, 0.1176, 0.1176, 0.1176]",neutral_w,"['wissenschaftler', 'sind', 'überwiegend', 'angetrieben', 'durch', 'neugierde']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0, 0, 1, 0, 0, 0]",,positive,0,"[0.0, 43.6, 25.0, 50.0, 36.0, 107.0]",2150.0
